,Unnamed: 0,User Name,Status,Received,Complete,Decision,Type,Sent,grant,GPA,LSAT_x,Last Updated,Year,Law School,match,rank_2018,Tuition,FT Enrollment,Location,threshold,rank_2012,rank_2013,rank_2014,rank_2015,score 2012,score 2013,score 2014,score 2015,score 2009,score 2010,score 2011,rank_2009,rank_2010,rank_2011,rank_2000,rank_2001,rank_2002,rank_2003,rank_2004,rank_2005,rank_2006,rank_2007,rank_2008,rank_1987,rank_1990,rank_1991,rank_1992,rank_1993,rank_1994,rank_1995,rank_1996,rank_1997,rank_1998,rank_1999,Status_Final,Defer,Waitlist,Attend,Withdraw,Part Time,Sent_delta,Decision_delta,Waitlisted,Accepted,Pending,Rejected,ED,SP,grant yes,Attend Reported,Status_Final Reported,unranked,rank_cross,ED_school,ED_cross,SP_school,SP_cross,index,Major,Degree GPA,LSAT 2,LSAT 3,LSAT 1,LSDAS GPA,LSAT,Gender,State,Race2,Years out of Undergrad,group,public,college rank,tuition,groups,social sciences,arts & humanities,business & management,natural sciences,engineering,health professions,other,Athletic/Varsity,Community/Volunteer,Greek,Leadership,Legal Internship,Legal Work Experience,Military,Non-legal Internship,Non-legal Work Experience,Overseas,Strong Letters,Student Societies,EC at all,national_univ,national_lac,midwest_univ,western_univ,north_univ,hbcu,south_univ,western_college,midwest_college,south_college,eng_nodoctorate,north_college,Female,Male,south,west,northeast,midwest,1-2 Years,3-4 Years,In Undergrad,5-9 Years,10+ Years,white,asian and pacific islander,african,"Mixed, probably not urm",hispanic,mexican,puerto rican,Native American or alaskan,neutral,positive,bad,foreign,bad_school,Gender copy,major sum,stem & others,Ranked Nationally,Ranked Regionally,Described Positively,Described Negatively,Described Neutrally,College types reported,rank_2010_cp,unranked_2010,National top 5,National top 6-20,National top 21-50,National below 51,Law unranked,Law top 14,Law top 15-50,Law below 51,minority
42336,42336,ADMITme,Rejected  ,,,2007-03-15,,2006-12-30,,3.53,155.0,over 10 years,2006,Northwestern University (Pritzker),Northwestern University,10.0,"$59,850per year (full-time)",661,"Chicago, IL",Northwestern U,12.0,12.0,12.0,12.0,82.0,83.0,79.0,79.0,79.0,80.0,82.0,10.0,11.0,11.5,12.5,13.0,11.0,12.5,10.5,10.0,12.0,12.0,10.0,16.0,11.0,14.0,13.0,13.0,12.0,11.5,14.0,13.0,13.0,12.5,1,0,0,0,-1,0,120.0,75.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,3,0.0,12.0,1.0,0.0,0.0,0.0,19166,math $ intl studies,3.53,155.0,,155.0,3.53,155.0,0.0,,asian and pacific islander,,national_univ,1.0,34.0,"$33,014 (out-of-state), $12,418 (in-state)",,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Female,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
42337,42337,ADMITme,Rejected  ,,,2007-04-03,,2006-12-30,,3.53,155.0,over 10 years,2006,Washington University in St. Louis,Washington University in St Louis,18.0,"$53,506per year (full-time)",701,"St. Louis, MO",Washington U St Louis,18.5,23.0,19.5,18.0,73.0,69.0,67.0,69.0,67.0,69.0,70.0,19.0,19.0,19.0,30.0,29.0,27.5,25.5,21.0,24.5,20.0,19.0,19.0,,,,,,48.0,29.0,31.0,37.0,31.0,33.5,1,0,0,0,-1,0,120.0,94.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,3,0.0,20.0,1.0,0.0,0.0,0.0,19166,math $ intl studies,3.53,155.0,,155.0,3.53,155.0,0.0,,asian and pacific islander,,national_univ,1.0,34.0,"$33,014 (out-of-state), $12,418 (in-state)",,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Female,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
42338,42338,ADMITme,Rejected  ,,2006-10-24,2007-03-01,,2006-10-17,,3.53,155.0,over 10 years,2006,University of Connecticut,University of Connecticut,54.0,"$28,634per year (in-state, full-time); $58,802per year (out-of-state, full-time)",287,"Hartford, CT",U Connecticut,57.5,63.0,59.0,55.5,52.0,51.0,46.0,47.0,53.0,52.0,52.0,48.0,53.0,54.5,41.5,44.0,43.5,41.5,44.5,50.0,50.0,48.5,48.0,,,,,,41.0,46.0,38.0,32.0,48.5,41.0,1,0,0,0,-1,0,46.0,135.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,3,0.0,50.0,0.0,0.0,0.0,0.0,19166,math $ intl studies,3.53,155.0,,155.0,3.53,155.0,0.0,,asian and pacific islander,,national_univ,1.0,34.0,"$33,014 (out-of-state), $12,418 (in-state)",,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Female,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,53.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
42339,42339,ADMITme,Waitlisted  W,,,2007-02-05,,2006-11-30,,3.53,155.0,over 10 years,2006,Rutgers The State University of New Jersey,Rutgers State University Camden,62.0,"$27,269per year (in-state, full-time); $39,683per year (out-of-state, full-time)",873,"newark, NJ",Rutgers Camden,89.0,99.5,91.0,81.5,45.0,42.0,39.0,40.0,43.0,45.0,45.0,79.0,80.5,82.5,,,,80.5,74.0,66.5,67.0,73.0,79.0,,,,,,,,,,,,2,0,1,0,1,0,90.0,67.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,67.0,0.0,0.0,0.0,0.0,19166,math $ intl studies,3.53,155.0,,155.0,3.53,155.0,0.0,,asian and pacific islander,,national_univ,1.0,34.0,"$33,014 (out-of-state), $12,418 (in-state)",,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Female,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,80.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
42340,42340,ADMITme,Waitlisted  W,,,2007-02-05,,2006-11-30,,3.53,155.0,over 10 years,2006,Rutgers The State University of New Jersey,Rutgers State University Camden,62.0,"$27,269per year (in-state, full-time); $39,683per year (out-of-state, full-time)",873,"newark, NJ",Rutgers Newark,89.0,85.0,87.0,84.5,45.0,45.0,40.0,39.0,43.0,43.0,45.0,79.0,90.0,82.5,,,,80.5,74.0,74.5,83.0,79.0,79.0,,,,,,,,,,,,2,0,1,0,1,0,90.0,67.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,83.0,0.0,0.0,0.0,0.0,19166,math $ intl studies,3.53,155.0,,155.0,3.53,155.0,0.0,,asian and pacific islander,,national_univ,1.0,34.0,"$33,014 (out-of-state), $12,418 (in-state)",,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Female,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
42341,42341,ADMITme,Waitlisted  W,,2006-10-16,2007-01-29,,2006-10-06,,3.53,155.0,over 10 years,2006,Temple University (Beasley),Temple University,53.0,"$24,786per year (in-state, full-time); $37,500per year (out-of-state, full-time)",534.0,"Philadelphia, PA",Temple U,63.5,59.5,56.5,62.0,50.0,52.0,47.0,45.0,48.0,48.0,47.0,60.5,67.5,74.5,,,,66.0,60.5,66.5,58.5,62.5,60.5,,,,,,,,,,,,2,0,1,0,1,0,35.0,115.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,58.5,0.0,0.0,0.0,0.0,19166,math $ intl studies,3.53,155.0,,155.0,3.53,155.0,0.0,,asian and pacific islander,,national_univ,1.0,34.0,"$33,014 (out-of-state), $12,418 (in-state)",,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Female,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,67.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
42343,42343,ADMITme,Waitlisted  W,,2006-10-17,2007-01-25,,2006-10-13,,3.53,155.0,over 10 years,2006,University of Pittsburgh,University of Pittsburgh,82.0,"$33,152per year (in-state, full-time); $41,332per year (out-of-state, full-time)",413,"Pittsburgh, PA",U Pittsburgh,73.5,72.0,91.0,81.5,48.0,48.0,39.0,40.0,44.0,47.0,48.0,74.5,72.5,69.0,,,,52.5,48.0,53.5,62.0,58.0,74.5,,,,,,,,,,,,2,0,1,0,1,0,42.0,104.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,62.0,0.0,0.0,0.0,0.0,19166,math $ intl studies,3.53,155.0,,155.0,3.53,155.0,0.0,,asian and pacific islander,,national_univ,1.0,34.0,"$33,014 (out-of-state), $12,418 (in-state)",,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Female,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,72.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
42344,42344,ADMITme,Waitlisted  ,,2006-10-30,2007-01-29,,2006-10-01,,3.53,155.0,over 10 years,2006,American University (Washington),American University,86.0,"$53,016per year (full-time)","1,035","Washington, DC",American U,51.5,49.5,56.5,75.0,54.0,56.0,47.0,42.0,53.0,56.0,55.0,48.0,46.5,49.5,,,50.0,55.5,57.0,47.0,46.0,48.5,48.0,,,,,,,,,,,,2,0,1,0,-1,0,30.0,120.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,46.0,0.0,0.0,1.0,0.0,19166,math $ intl studies,3.53,155.0,,155.0,3.53,155.0,0.0,,asian and pacific islander,,national_univ,1.0,34.0,"$33,014 (out-of-state), $12,418 (in-state)",,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Female,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,46.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
42345,42345,ADMITme,Waitlisted  W,,2006-10-26,2007-02-06,,2006-10-12,,3.53,155.0,over 10 years,2006,University of San Francisco,University of San Francisco PT,,"$48,220per year (full-time)",425.0,"San Francisco, CA",U San Francisco,102.0,107.0,143.0,,43.0,40.0,25.0,,,,,,,,,,,98.5,96.0,,94.5,102.0,,,,,,,,,,,,,2,0,1,0,1,0,41.0,117.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,94.5,0.0,0.0,1.0,0.0,19166,math $ intl studies,3.53,155.0,,155.0,3.53,155.0,0.0,,asian and pacific islander,,national_univ,1.0,34.0,"$33,014 (out-of-state), $12,418 (in-state)",,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Female,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
42347,42347,ADMITme,Accepted  ,,2006-10-23,2006-12-26,,2006-10-08,,3.53,155.0,over 10 years,2006,St. Louis University,St. Louis University,88.0,"$40,145per year (full-time)",447,"St. Louis, MO",St Louis University,105.0,103.0,102.0,96.5,42.0,41.0,35.0,37.0,40.0,42.0,-3.0,96.5,95.0,101.0,,,,,85.0,74.5,83.0,87.5,96.5,,,,,,,,,,,,3,0,0,0,-1,0,37.0,79.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,83.0,0.0,0.0,0.0,0.0,19166,math $ intl studies,3.53,155.0,,155.0,3.53,155.0,0.0,,asian and pacific islander,,national_univ,1.0,34.0,"$33,014 (out-of-state), $12,418 (in-state)",,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Female,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,95.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
42348,42348,ADMITme,Accepted  W,,2006-10-20,2007-01-17,,2006-10-15,,3.53,155.0,over 10 years,2006,Syracuse University,Syracuse University,92.0,"$48,552per year (full-time)",534,"Syracuse, NY",Syracuse U,102.0,97.0,96.5,109.5,43.0,43.0,37.0,34.0,38.0,-3.0,44.0,102.0,101.5,88.5,,,,98.5,,97.0,,,102.0,,,,,,,,,,,,3,0,0,0,1,0,44.0,94.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3,1.0,,0.0,0.0,0.0,0.0,19166,math $ intl studies,3.53,155.0,,155.0,3.53,155.0,0.0,,asian and pacific islander,,national_univ,1.0,34.0,"$33,014 (out-of-state), $12,418 (in-state)",,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Female,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,101.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
42349,42349,ADMITme,Accepted  W,,2006-10-17,2006-11-17,,2006-09-30,,3.53,155.0,over 10 years,2006,Marquette University,Marquette University,100.0,"$43,530per year (full-time)",513,"Milwaukee, WI",Marquette U,97.0,97.0,94.5,96.5,44.0,43.0,38.0,37.0,40.0,43.0,-3.0,96.5,90.0,101.0,,,,93.5,96.0,101.0,,98.0,96.5,,,,,,,,,,,,3,0,0,0,1,0,29.0,48.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3,1.0,,0.0,0.0,0.0,0.0,19166,math $ intl studies,3.53,155.0,,155.0,3.53,155.0,0.0,,asian and pacific islander,,national_univ,1.0,34.0,"$33,014 (out-of-state), $12,418 (in-state)",,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Female,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
42350,42350,ADMITme,Accepted  W,,2006-10-30,2007-03-07,,2006-10-10,,3.53,155.0,over 10 years,2006,Case Western Reserve University,Case Western Reserve University F,62.0,"$49,634per year (full-time)",421.0,"Cleveland, OH",Case Western Reserve U,63.5,67.5,66.0,65.5,50.0,49.0,44.0,44.0,47.0,51.0,51.0,64.0,56.5,57.5,,,,57.5,57.0,50.0,51.5,54.5,64.0,,,,,,,,,,,,3,0,0,0,1,0,39.0,148.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,51.5,0.0,0.0,0.0,0.0,19166,math $ intl studies,3.53,155.0,,155.0,3.53,155.0,0.0,,asian and pacific islander,,national_univ,1.0,34.0,"$33,014 (out-of-state), $12,418 (in-state)",,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Female,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,56.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
42351,42351,ADMITme,Accepted  W,,2006-10-20,2007-01-15,,2006-10-01,,3.53,155.0,over 10 years,2006,University of Denver (Sturm),University of Denver,76.0,"$46,720per year (full-time)",673.0,"Denver, CO",U Denver,77.5,72.0,66.0,69.5,47.0,48.0,44.0,43.0,41.0,45.0,45.0,91.0,80.5,82.5,,,,80.5,79.0,97.0,73.0,79.0,91.0,,,,,,,,,,,,3,0,0,0,1,0,30.0,106.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,73.0,0.0,0.0,0.0,0.0,19166,math $ intl studies,3.53,155.0,,155.0,3.53,155.0,0.0,,asian and pacific islander,,national_univ,1.0,34.0,"$33,014 (out-of-state), $12,418 (in-state)",,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Female,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,80.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
42352,42352,ADMITme,Accepted  ,,2006-10-30,2007-01-19,,2006-10-12,,3.53,155.0,over 10 years,2006,Seattle University,Seattle University,120.0,"$43,582per year (full-time)",520.0,"Seattle, WA",Seattle U,89.0,85.0,102.0,89.5,45.0,45.0,35.0,38.0,42.0,45.0,44.0,84.5,80.5,88.5,,,,93.5,101.5,97.0,94.5,87.5,84.5,,,,,,,,,,,,3,0,0,0,-1,0,41.0,99.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,94.5,0.0,0.0,0.0,0.0,19166,math $ intl studies,3.53,155.0,,155.0,3.53,155.0,0.0,,asian and pacific islander,,national_univ,1.0,34.0,"$33,014 (out-of-state), $12,418 (in-state)",,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Female,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,80.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
42353,42353,ADMITme,Accepted  W,,,2007-03-06,,2006-11-14,,3.53,155.0,over 10 years,2006,George Mason University,George Mason University F PT,41.0,"$25,351per year (in-state, full-time); $40,737per year (out-of-state, full-time)",365,"Arlington, VA",George Mason U,40.5,40.5,42.0,47.0,60.0,61.0,55.0,50.0,56.0,58.0,59.0,39.5,41.5,44.0,,48.0,47.5,41.5,38.5,43.5,37.5,34.5,39.5,,,,,,,,,,,,3,0,0,0,1,0,74.0,112.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,37.5,1.0,0.0,0.0,0.0,19166,math $ intl studies,3.53,155.0,,155.0,3.53,155.0,0.0,,asian and pacific islander,,national_univ,1.0,34.0,"$33,014 (out-of-state), $12,418 (in-state)",,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Female,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,41.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
42354,42354,ADMITme,Accepted  W,,2006-11-04,2007-04-03,,2006-10-30,,3.53,155.0,over 10 years,2006,University of the Pacific (McGeorge),University of the Pacific F,142.0,"$49,820per year (full-time)",357,"Sacramento, CA",U Pacific,102.0,103.0,124.0,146.5,43.0,41.0,30.0,24.0,40.0,-3.0,42.0,96.5,101.5,96.0,,,,,,92.0,98.5,102.0,96.5,,,,,,,,,,,,3,0,0,0,1,0,59.0,155.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,98.5,1.0,0.0,0.0,0.0,19166,math $ intl studies,3.53,155.0,,155.0,3.53,155.0,0.0,,asian and pacific islander,,national_univ,1.0,34.0,"$33,014 (out-of-state), $12,418 (in-state)",,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Female,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,101.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
42355,42355,ADMITme,Accepted  W,,2006-10-23,2006-11-22,,2006-09-30,,3.53,155.0,over 10 years,2006,DePaul University,DePaul University PT,120.0,"$46,300per year (full-time)",586.0,"Chicago, IL",DePaul U,89.0,92.0,110.0,124.5,45.0,44.0,33.0,30.0,41.0,43.0,42.0,91.0,90.0,96.0,,,,,,,83.0,93.5,91.0,,,,,,,,,,,,3,0,0,0,1,0,29.0,53.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,83.0,0.0,0.0,0.0,0.0,19166,math $ intl studies,3.53,155.0,,155.0,3.53,155.0,0.0,,asian and pacific islander,,national_univ,1.0,34.0,"$33,014 (out-of-state), $12,418 (in-state)",,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Female,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
42356,42356,ADMITme,Accepted  W,,2006-10-23,2007-02-12,,2006-10-11,,3.53,155.0,over 10 years,2006,Loyola University Chicago,Loyola University Chicago PT,82.0,"$47,416per year (full-time)",590.0,"Chicago, IL",Loyola U Chicago,73.5,67.5,77.5,69.5,48.0,49.0,42.0,43.0,42.0,43.0,46.0,84.5,90.0,78.5,,,,73.0,69.0,70.5,73.0,73.0,84.5,,,,,,,,,,,,3,0,0,0,1,0,40.0,124.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,73.0,0.0,0.0,0.0,0.0,19166,math $ intl studies,3.53,155.0,,155.0,3.53,155.0,0.0,,asian and pacific islander,,national_univ,1.0,34.0,"$33,014 (out-of-state), $12,418 (in-state)",,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Female,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
42357,42357,ADMITme,Accepted  W,,2006-10-23,2007-03-01,,2006-10-01,,3.53,155.0,over 10 years,2006,Illinois Institute of Technology (Chicago Kent),Chicago-Kent College of Law (IIT) PT,92.0,"$46,822per year (full-time)",607.0,"Chicago, IL",Illinois Institute of Technology,63.5,63.0,72.0,75.0,50.0,51.0,43.0,42.0,46.0,45.0,45.0,66.5,80.5,82.5,,,,73.0,64.5,66.5,62.0,62.5,66.5,,,,,,,,,,,,3,0,0,0,1,0,30.0,151.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,62.0,1.0,0.0,1.0,0.0,19166,math $ intl studies,3.53,155.0,,155.0,3.53,155.0,0.0,,asian and pacific islander,,national_univ,1.0,34.0,"$33,014 (out-of-state), $12,418 (in-state)",,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Female,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,80.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
